,loss,accuracy,recall,precision,AUROC,AUPRC,f1_score,balanced_accuracy,specificity,miss_rate,fall_out,mcc,true_positives_over_total,false_positives_over_total,true_negatives_over_total,false_negatives_over_total,negative_predictive_value,false_discovery_rate,false_omission_rate,prevalence_threshold,threat_score,fowlkes_mallows_index,informedness,markedness,positive_likelyhood_ratio,negative_likelyhood_ratio,DOR,val_loss,val_accuracy,val_recall,val_precision,val_AUROC,val_AUPRC,val_f1_score,val_balanced_accuracy,val_specificity,val_miss_rate,val_fall_out,val_mcc,val_true_positives_over_total,val_false_positives_over_total,val_true_negatives_over_total,val_false_negatives_over_total,val_negative_predictive_value,val_false_discovery_rate,val_false_omission_rate,val_prevalence_threshold,val_threat_score,val_fowlkes_mallows_index,val_informedness,val_markedness,val_positive_likelyhood_ratio,val_negative_likelyhood_ratio,val_DOR
0,0.2679838240146637,0.9510152339935303,0.04156378656625748,0.4007936418056488,0.7020930051803589,0.13247714936733246,0.07531692832708359,0.5192154049873352,0.9968670606613159,0.9584361910820007,0.0031329100020229816,0.11673089116811752,0.001994943479076028,0.0029825393576174974,0.9490203261375427,0.046002212911844254,0.9537676572799683,0.5992063283920288,0.04623233154416084,0.21540774405002594,0.039132118225097656,0.5192154049873352,0.1290678232908249,0.35456129908561707,13.26640796661377,0.9614482522010803,1.079933524131775,0.1528167426586151,0.9539385437965393,0.05263157933950424,0.8205128312110901,0.7931945323944092,0.3527173399925232,0.09891808032989502,0.5260252952575684,0.9994190335273743,0.9473684430122375,0.0005809610593132675,0.20082862675189972,0.0025282453279942274,0.0005530536291189492,0.9514102935791016,0.04550841450691223,0.9543509483337402,0.1794871836900711,0.045649074018001556,0.09507454186677933,0.05203251913189888,0.5260252952575684,0.20780974626541138,0.7748637795448303,90.57839965820312,0.9479190111160278,1.1098171472549438
1,0.15317031741142273,0.9530299305915833,0.09465020895004272,0.563725471496582,0.8015196919441223,0.3024064302444458,0.16208598017692566,0.5454785823822021,0.9963068962097168,0.9053497910499573,0.0036930993665009737,0.21746322512626648,0.004542940761893988,0.0035158409737050533,0.9484869837760925,0.04345421493053436,0.9561927318572998,0.4362744987010956,0.0438072495162487,0.16494813561439514,0.08819018304347992,0.5454785823822021,0.23099076747894287,0.5199182033538818,25.62824249267578,0.9087056517601013,1.2001161575317383,0.15293708443641663,0.9555976986885071,0.10690789669752121,0.773809552192688,0.7948935031890869,0.3662339448928833,0.18786127865314484,0.5526654720306396,0.9984230995178223,0.8930920958518982,0.0015768943121656775,0.27741146087646484,0.005135498009622097,0.001501145656220615,0.9504622220993042,0.042901162058115005,0.9568122029304504,0.2261904776096344,0.04318778216838837,0.10829716175794601,0.10366826504468918,0.5526654720306396,0.2876218855381012,0.7306217551231384,67.79219055175781,0.8945025205612183,1.2354633808135986
2,0.15186406672000885,0.9545113444328308,0.1411522626876831,0.613595724105835,0.802247941493988,0.3248136639595032,0.2295081913471222,0.5683354139328003,0.9955185055732727,0.8588477373123169,0.004481513984501362,0.27957794070243835,0.006774907000362873,0.004266413860023022,0.9477364420890808,0.04122224822640419,0.9583175182342529,0.3864043056964874,0.04168247804045677,0.15123558044433594,0.12962962687015533,0.5683354139328003,0.2942964732646942,0.5719132423400879,31.495853424072266,0.8627138733863831,1.3166131973266602,0.15358294546604156,0.9527534246444702,0.016447369009256363,1.0,0.7962360978126526,0.3493267595767975,0.03236246109008789,0.5082237124443054,1.0,0.9835526347160339,0.0,0.12517856061458588,0.0007900766213424504,0.0,0.9519633650779724,0.04724658280611038,0.952716052532196,0.0,0.04728394001722336,0.0,0.016447369009256363,0.5082237124443054,0.12824729084968567,0.952716052532196,164473.6875,0.9835525155067444,1.0334447622299194
3,0.1487969160079956,0.95395827293396,0.14855967462062836,0.579454243183136,0.8200210928916931,0.33260130882263184,0.2364886999130249,0.571561872959137,0.9945641160011292,0.8514403104782104,0.005435910075902939,0.27750998735427856,0.0071304417215287685,0.005175001919269562,0.9468278288841248,0.04086671397089958,0.9586241245269775,0.420545756816864,0.04137586057186127,0.1605713814496994,0.1341010332107544,0.571561872959137,0.29339995980262756,0.5380783677101135,27.328807830810547,0.8560938239097595,1.334059238433838,0.1510777473449707,0.955281674861908,0.16776315867900848,0.6296296119689941,0.7954452633857727,0.35954466462135315,0.26493507623672485,0.5813917517662048,0.99502032995224,0.8322368264198303,0.004979666322469711,0.30967918038368225,0.008058781735599041,0.004740459844470024,0.947222888469696,0.03997787833213806,0.9595038294792175,0.37037035822868347,0.04049620032310486,0.14696629345417023,0.15269461274147034,0.5813917517662048,0.3250056207180023,0.5891334414482117,33.688961029052734,0.8364017605781555,1.3888682126998901
4,0.14687597751617432,0.9549261331558228,0.16008231043815613,0.617460310459137,0.8315184712409973,0.3416804075241089,0.25424838066101074,0.5775410532951355,0.9949997663497925,0.8399177193641663,0.00500020757317543,0.29904237389564514,0.0076834955252707005,0.0047602117992937565,0.9472426176071167,0.040313661098480225,0.9591783881187439,0.38253968954086304,0.040821634232997894,0.15019112825393677,0.1456383317708969,0.5775410532951355,0.3143954277038574,0.5766386985778809,32.01449203491211,0.844138503074646,1.3670936822891235,0.15831784904003143,0.9546496272087097,0.08881578594446182,0.7297297120094299,0.7895909547805786,0.3511103689670563,0.15835776925086975,0.5435779690742493,0.9983401298522949,0.9111841917037964,0.0016598887741565704,0.2444646805524826,0.004266413860023022,0.0015801532426849008,0.950383186340332,0.04377024620771408,0.9559723138809204,0.2702702581882477,0.0440276563167572,0.1202659159898758,0.08598726242780685,0.5435779690742493,0.2545810639858246,0.6857020258903503,53.503849029541016,0.9126990437507629,1.190954566001892
5,0.14552591741085052,0.9550841450691223,0.1567901223897934,0.6287128925323486,0.8391679525375366,0.3513585925102234,0.2509881556034088,0.576060950756073,0.9953317642211914,0.8432098627090454,0.004668243695050478,0.2990146577358246,0.0075254798866808414,0.004444180987775326,0.9475586414337158,0.040471676737070084,0.9590380191802979,0.37128713726997375,0.04096197709441185,0.14715836942195892,0.1435028314590454,0.576060950756073,0.31396809220314026,0.5877509117126465,33.585811614990234,0.847164511680603,1.3588294982910156,0.15581978857517242,0.9547286033630371,0.13651315867900848,0.6335877776145935,0.7833240032196045,0.3458419144153595,0.22462788224220276,0.5662646889686584,0.996016263961792,0.8634868264198303,0.003983733244240284,0.2800256013870239,0.006557635962963104,0.0037923678755760193,0.9481709599494934,0.04147902503609657,0.9580872058868408,0.3664122223854065,0.04191282019019127,0.14590319991111755,0.12652438879013062,0.5662646889686584,0.29409703612327576,0.5916749835014343,34.26678466796875,0.8669403791427612,1.3055534362792969
6,0.14120160043239594,0.955103874206543,0.16748970746994019,0.6194825172424316,0.8571679592132568,0.3674246072769165,0.2636864185333252,0.5811513662338257,0.994813084602356,0.8325102925300598,0.005186937283724546,0.30655041337013245,0.008039030246436596,0.0049379789270460606,0.9470648765563965,0.039958126842975616,0.9595165252685547,0.38051751255989075,0.04048348218202591,0.14964453876018524,0.15186567604541779,0.5811513662338257,0.3221132457256317,0.5789990425109863,32.2900505065918,0.8368508815765381,1.3874971866607666,0.1565508097410202,0.9550446271896362,0.26644736528396606,0.5684210658073425,0.7837350368499756,0.35533878207206726,0.36282193660736084,0.6281195282936096,0.9897916913032532,0.7335526347160339,0.010208316147327423,0.36934328079223633,0.012799241580069065,0.009717942215502262,0.9422454237937927,0.03523741662502289,0.9639508724212646,0.43157893419265747,0.036049142479896545,0.1636950671672821,0.22161422669887543,0.6281195282936096,0.389171302318573,0.5323719382286072,26.10075569152832,0.7411181330680847,1.6890357732772827
7,0.13796685636043549,0.9556372165679932,0.18024691939353943,0.6329479813575745,0.8706129193305969,0.37621086835861206,0.28058937191963196,0.5874884724617004,0.9947300553321838,0.819753110408783,0.005269928369671106,0.3221355378627777,0.008651339448988438,0.00501698674634099,0.9469858407974243,0.039345815777778625,0.9601089358329773,0.36705201864242554,0.03989106044173241,0.14602120220661163,0.16318927705287933,0.5874884724617004,0.3377675712108612,0.5930569171905518,34.202266693115234,0.8240959644317627,1.4241745471954346,0.18449734151363373,0.9551236629486084,0.14802631735801697,0.6428571343421936,0.7750392556190491,0.34130820631980896,0.24064171314239502,0.5719382762908936,0.9958502650260925,0.8519737124443054,0.004149721935391426,0.29417333006858826,0.007110689766705036,0.003950383048504591,0.9480129480361938,0.04092596843838692,0.9586162567138672,0.3571428656578064,0.04138371720910072,0.14341960847377777,0.1367781162261963,0.5719382762908936,0.30847978591918945,0.6014733910560608,35.6705207824707,0.8555238246917725,1.3361115455627441
8,0.13448038697242737,0.9554792046546936,0.18888889253139496,0.6185984015464783,0.8775874972343445,0.3982132375240326,0.28940731287002563,0.5915086269378662,0.994128406047821,0.8111110925674438,0.005871613044291735,0.32555055618286133,0.009066129103302956,0.005589792039245367,0.9464130401611328,0.03893102705478668,0.9604899287223816,0.3814016282558441,0.039510082453489304,0.14988327026367188,0.16918540000915527,0.5915086269378662,0.34182798862457275,0.5790883302688599,32.1693000793457,0.8159016370773315,1.448032021522522,0.17526833713054657,0.9541755318641663,0.07565789669752121,0.71875,0.7658477425575256,0.3189806640148163,0.1369047611951828,0.5370820164680481,0.9985061287879944,0.9243420958518982,0.0014938999665901065,0.22359691560268402,0.003634352469816804,0.0014221379533410072,0.9505411982536316,0.04440230876207352,0.9553720355033875,0.28125,0.04462796822190285,0.12320458143949509,0.07348243147134781,0.5370820164680481,0.2331932932138443,0.6741220355033875,50.64116287231445,0.9257249236106873,1.1602097749710083
9,0.13506042957305908,0.954689085483551,0.17037037014961243,0.5982658863067627,0.8800389766693115,0.3819164037704468,0.26521459221839905,0.5823012590408325,0.9942321181297302,0.8296296000480652,0.005767873954027891,0.3030359447002411,0.008177293464541435,0.0054910327307879925,0.9465118050575256,0.0398198626935482,0.9596283435821533,0.4017341136932373,0.04037167504429817,0.1554032415151596,0.15288035571575165,0.5823012590408325,0.31925973296165466,0.557894229888916,29.53729820251465,0.8344424366950989,1.394069790840149,0.17251475155353546,0.9533064961433411,0.03618421033024788,0.8148148059844971,0.7718545198440552,0.31685110926628113,0.06929133832454681,0.5178846120834351,0.9995850324630737,0.9638158082962036,0.0004149721935391426,0.16578812897205353,0.0017381686484441161,0.0003950383106712252,0.9515683054924011,0.046298492699861526,0.9536025524139404,0.18518517911434174,0.04639746621251106,0.09673051536083221,0.035889070481061935,0.5178846120834351,0.1717073917388916,0.7684173583984375,87.17570495605469,0.9642158150672913,1.0741921663284302
10,0.12676310539245605,0.9555976986885071,0.19506172835826874,0.6187989711761475,0.9026463031768799,0.42637643218040466,0.29662078619003296,0.5945016741752625,0.9939416646957397,0.8049382567405701,0.006058342754840851,0.33096951246261597,0.009362407959997654,0.0057675596326589584,0.9462352991104126,0.03863474726676941,0.9607717394828796,0.3812010586261749,0.03922827169299126,0.14982923865318298,0.1741366684436798,0.5945016741752625,0.34742480516433716,0.5795707106590271,32.196678161621094,0.8098444938659668,1.4661012887954712,0.17258770763874054,0.9548076391220093,0.20230263471603394,0.5857142806053162,0.7773129343986511,0.322517454624176,0.3007335066795349,0.597541093826294,0.9927794933319092,0.7976973652839661,0.007220516446977854,0.3265899121761322,0.009717942215502262,0.006873666774481535,0.9450896978378296,0.03831871598958969,0.9610347747802734,0.41428571939468384,0.03896521404385567,0.15890195965766907,0.17697842419147491,0.597541093826294,0.34422600269317627,0.5467490553855896,28.017362594604492,0.8034989237785339,1.4847253561019897
11,0.1218511313199997,0.9572173357009888,0.2576131820678711,0.6336032152175903,0.9118595123291016,0.4581282436847687,0.36629608273506165,0.6250512599945068,0.9924893379211426,0.7423868179321289,0.0075106848962605,0.38649269938468933,0.012364699505269527,0.007150193676352501,0.9448526501655579,0.035632457584142685,0.963658332824707,0.3663967549800873,0.03634165972471237,0.14584499597549438,0.22421203553676605,0.6250512599945068,0.4040105640888214,0.5972615480422974,34.299102783203125,0.7480047345161438,1.667030930519104,0.1809299737215042,0.9540965557098389,0.11513157933950424,0.6194690465927124,0.7605332136154175,0.3073174059391022,0.19417475163936615,0.5557814240455627,0.9964312314987183,0.8848684430122375,0.0035687608178704977,0.25362351536750793,0.005530536640435457,0.0033973294775933027,0.9485660195350647,0.04250612482428551,0.9571109414100647,0.38053098320961,0.042889028787612915,0.14970339834690094,0.10752688348293304,0.5557814240455627,0.2670588791370392,0.5765799880027771,32.26003646850586,0.8880375623703003,1.2511438131332397
12,0.14926625788211823,0.9536422491073608,0.15555556118488312,0.5616641640663147,0.8626019358634949,0.3533329367637634,0.24363519251346588,0.5747175216674805,0.9938794374465942,0.8444444537162781,0.006120585836470127,0.2789156436920166,0.007466224022209644,0.005826815031468868,0.9461760520935059,0.04053093120455742,0.9589230418205261,0.4383358061313629,0.04107696935534477,0.1655256450176239,0.13871559500694275,0.5747175216674805,0.29558414220809937,0.5205872058868408,25.41472625732422,0.849644660949707,1.351378083229065,0.17077955603599548,0.952674388885498,0.24671052396297455,0.5154638886451721,0.7837717533111572,0.32452768087387085,0.3337041139602661,0.6175041198730469,0.9882977604866028,0.7532894611358643,0.011702216230332851,0.33531224727630615,0.01185114961117506,0.01114008016884327,0.9408232569694519,0.03618551045656204,0.9629629850387573,0.4845360815525055,0.03703703731298447,0.178841233253479,0.2002670168876648,0.6175041198730469,0.3566095530986786,0.47842687368392944,21.082197189331055,0.7622089385986328,1.6144073009490967
13,0.1256340891122818,0.9562100172042847,0.21604938805103302,0.6272401213645935,0.904468834400177,0.42515426874160767,0.32139578461647034,0.604788064956665,0.9935266971588135,0.7839506268501282,0.006473297718912363,0.3513348400592804,0.010369756259024143,0.006162597797811031,0.9458402395248413,0.03762739896774292,0.9617400765419006,0.3727598488330841,0.038259927183389664,0.14755456149578094,0.1914660781621933,0.604788064956665,0.3681234121322632,0.5889801979064941,33.37495803833008,0.7890583276748657,1.5302876234054565,0.18214058876037598,0.9500671625137329,0.04440789297223091,0.3461538553237915,0.7616667151451111,0.22466424107551575,0.0787172019481659,0.5200875997543335,0.9957672953605652,0.9555920958518982,0.004232716280966997,0.10977785289287567,0.002133206930011511,0.0040293908677995205,0.9479339718818665,0.04590345174074173,0.9538118839263916,0.6538461446762085,0.04618808999657631,0.23589971661567688,0.040971167385578156,0.5200875997543335,0.1239837259054184,0.2999657392501831,10.491334915161133,0.959653913974762,1.0837135314941406
